"annotation_id","annotator","created_at","id","image","label","lead_time","updated_at"
414,"1","2025-01-07T15:15:38.599721Z",438,"/data/upload/5/5c6ae167-image_6.jpg","[{""x"":22.216216216216235,""y"":82.19395866454694,""width"":49.44197138314787,""height"":17.80604133545307,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":16.553259141494433,""y"":25.59618441971383,""width"":68.17329093799682,""height"":56.279809220985676,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",15.922,"2025-01-07T15:15:38.599736Z"
415,"1","2025-01-07T15:15:52.864376Z",439,"/data/upload/5/2ecb9793-image_7.jpg","[{""x"":23.74085850556439,""y"":75.516693163752,""width"":44.432432432432435,""height"":24.483306836248005,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":14.375198728139903,""y"":25.914149443561207,""width"":71.44038155802862,""height"":49.44356120826709,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",11.303,"2025-01-07T15:15:52.864393Z"
416,"1","2025-01-07T15:16:05.011717Z",440,"/data/upload/5/5c16a376-image_8.jpg","[{""x"":20.255961844197138,""y"":81.39904610492846,""width"":60.985691573926864,""height"":18.60095389507154,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":3.48489666136725,""y"":22.73449920508744,""width"":94.09220985691574,""height"":58.18759936406995,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",11.366,"2025-01-07T15:16:05.011734Z"
417,"1","2025-01-07T15:20:13.803914Z",441,"/data/upload/5/d9ce2975-image_9.jpg","[{""x"":13.939586645469,""y"":25.75516693163752,""width"":77.5389507154213,""height"":69.9523052464229,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",247.768,"2025-01-07T15:20:13.803928Z"
418,"1","2025-01-07T15:20:33.003533Z",442,"/data/upload/5/c070747a-image_10.jpg","[{""x"":10.672496025437212,""y"":24.960254372019072,""width"":81.02384737678864,""height"":52.941176470588225,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":23.30524642289348,""y"":78.21939586645466,""width"":55.54054054054054,""height"":21.62162162162162,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",13.91,"2025-01-07T15:20:33.003552Z"
419,"1","2025-01-07T15:20:47.265402Z",443,"/data/upload/5/9577bf98-image_11.jpg","[{""x"":20.255961844197127,""y"":26.550079491255968,""width"":72.52941176470587,""height"":53.577106518283024,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":36.15580286168522,""y"":80.12718600953896,""width"":46.610492845786965,""height"":19.554848966613662,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",13.447,"2025-01-07T15:20:47.265424Z"
420,"1","2025-01-07T15:20:56.371542Z",444,"/data/upload/5/e2192ae3-image_12.jpg","[{""x"":14.157392686804432,""y"":28.139904610492838,""width"":72.74721780604128,""height"":48.17170111287753,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",8.251,"2025-01-07T15:20:56.371559Z"
421,"1","2025-01-07T15:21:04.491163Z",445,"/data/upload/5/74a3d6e1-image_13.jpg","[{""x"":18.94912559618442,""y"":24.483306836248012,""width"":63.38155802861685,""height"":59.14149443561208,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",6.662,"2025-01-07T15:21:04.491182Z"
422,"1","2025-01-07T15:21:10.556476Z",446,"/data/upload/5/de8cbb45-image_14.jpg","[{""x"":11.543720190779014,""y"":7.94912559618442,""width"":76.6677265500795,""height"":83.30683624801273,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.39,"2025-01-07T15:21:10.556495Z"
423,"1","2025-01-07T15:21:26.696747Z",447,"/data/upload/5/b5f70d9e-image_15.jpg","[{""x"":26.35453100158982,""y"":54.53100158982511,""width"":35.72019077901431,""height"":45.46899841017487,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":20.038155802861684,""y"":16.534181240063592,""width"":52.27344992050873,""height"":37.67885532591416,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",14.987,"2025-01-07T15:21:26.696773Z"
424,"1","2025-01-07T15:21:45.688878Z",448,"/data/upload/5/a97b4f9c-image_16.jpg","[{""x"":7.187599364069945,""y"":20.667726550079475,""width"":89.95389507154208,""height"":36.40699523052462,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",16.313,"2025-01-07T15:21:45.688904Z"
425,"1","2025-01-07T15:22:08.565250Z",449,"/data/upload/5/f5fe4c16-image_17.jpg","[{""x"":14.069952305246424,""y"":26.70906200317965,""width"":79.88871224165342,""height"":58.82352941176471,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":450},{""x"":25.039745627980935,""y"":81.7170111287758,""width"":55.564387917329036,""height"":18.282988871224113,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":450}]",21.928,"2025-01-07T15:22:08.565269Z"
426,"1","2025-01-07T15:22:22.481180Z",450,"/data/upload/5/7e761fff-image_18.jpg","[{""x"":14.157392686804451,""y"":26.70906200317965,""width"":85.84260731319554,""height"":47.85373608903021,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":29.403815580286185,""y"":71.70111287758345,""width"":51.620031796502495,""height"":28.2988871224165,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",12.587,"2025-01-07T15:22:22.481197Z"
427,"1","2025-01-07T15:22:50.262137Z",451,"/data/upload/5/4a1314bb-image_19.jpg","[{""x"":34.41335453100159,""y"":87.12241653418124,""width"":32.01748807631161,""height"":9.69793322734499,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":26.13672496025437,""y"":17.170111287758296,""width"":45.303656597774236,""height"":34.658187599364005,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":33.97774244833068,""y"":51.828298887122415,""width"":30.492845786963436,""height"":34.65818759936407,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",35.491,"2025-01-07T15:22:59.411332Z"
428,"1","2025-01-07T15:23:07.727272Z",452,"/data/upload/5/f894bd0e-image_20.jpg","[{""x"":40.294117647058826,""y"":85.69157392686805,""width"":21.562798092209853,""height"":12.87758346581876,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411}]",7.224,"2025-01-07T15:23:07.727290Z"
429,"1","2025-01-07T15:23:13.690690Z",453,"/data/upload/5/042dec0f-image_21.jpg","[{""x"":1.5246422893481717,""y"":8.426073131955485,""width"":93.65659777424484,""height"":86.1685214626391,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.641,"2025-01-07T15:23:13.690711Z"
430,"1","2025-01-07T15:23:22.695648Z",454,"/data/upload/5/4f3304b6-image_22.jpg","[{""x"":14.157392686804451,""y"":29.72972972972973,""width"":74.05405405405405,""height"":59.30047694753577,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",8.03,"2025-01-07T15:23:22.695666Z"
431,"1","2025-01-07T15:23:31.430302Z",455,"/data/upload/5/d0d4c1f1-image_23.jpg","[{""x"":7.405405405405407,""y"":31.637519872813996,""width"":90.17170111287757,""height"":48.96661367249598,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",7.492,"2025-01-07T15:23:31.430326Z"
432,"1","2025-01-07T15:23:43.138865Z",456,"/data/upload/5/1780be98-image_24.jpg","[{""x"":16.98887122416534,""y"":27.344992050874406,""width"":69.69793322734502,""height"":57.869634340222575,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",10.423,"2025-01-07T15:23:43.138887Z"
433,"1","2025-01-07T15:23:49.834753Z",457,"/data/upload/5/8fb61aca-image_25.jpg","[{""x"":8.276629570747218,""y"":29.72972972972973,""width"":80.58823529411765,""height"":57.71065182829889,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",5.437,"2025-01-07T15:23:49.834770Z"
434,"1","2025-01-07T15:24:11.177811Z",458,"/data/upload/5/d9c4e248-image_26.jpg","[{""x"":14.593004769475353,""y"":28.298887122416527,""width"":73.83624801271858,""height"":62.95707472178059,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",6.606,"2025-01-07T15:24:11.177833Z"
435,"1","2025-01-07T15:24:25.710355Z",459,"/data/upload/5/ead6d58c-image_27.jpg","[{""x"":18.731319554848966,""y"":25.119236883942765,""width"":69.04451510333864,""height"":48.33068362480128,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":29.839427662957075,""y"":74.0858505564388,""width"":45.521462639109714,""height"":25.914149443561175,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",13.537,"2025-01-07T15:24:25.710370Z"
436,"1","2025-01-07T15:24:44.520278Z",460,"/data/upload/5/7e075e3c-image_28.jpg","[{""x"":31.955484896661368,""y"":83.94276629570747,""width"":27.66295707472178,""height"":13.195548489666137,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":450},{""x"":36.72496025437202,""y"":41.33545310015898,""width"":28.855325914149446,""height"":16.216216216216218,""rotation"":0,""rectanglelabels"":[""Etek""],""original_width"":300,""original_height"":450},{""x"":19.793322734499206,""y"":15.103338632750399,""width"":69.87281399046105,""height"":20.826709062003175,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":450}]",17.594,"2025-01-07T15:24:44.520295Z"
437,"1","2025-01-07T15:24:50.577562Z",461,"/data/upload/5/2124329d-image_29.jpg","[{""x"":19.82034976152623,""y"":26.073131955484897,""width"":62.07472178060412,""height"":60.572337042925284,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.984,"2025-01-07T15:24:50.577582Z"
438,"1","2025-01-07T15:25:08.999147Z",462,"/data/upload/5/02b16649-image_30.jpg","[{""x"":18.295707472178062,""y"":23.68839427662957,""width"":68.60890302066773,""height"":45.78696343402227,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":25.918918918918916,""y"":69.9523052464229,""width"":47.26391096979328,""height"":30.047694753577076,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",17.51,"2025-01-07T15:25:08.999169Z"
439,"1","2025-01-07T15:25:14.038821Z",463,"/data/upload/5/fb96ba02-image_31.jpg","[{""x"":5.4451510333863276,""y"":4.769475357710652,""width"":89.51828298887123,""height"":85.0556438791733,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",3.862,"2025-01-07T15:25:14.038863Z"
440,"1","2025-01-07T15:25:35.360359Z",464,"/data/upload/5/bcfc9ef5-image_32.jpg","[{""x"":18.94912559618442,""y"":20.826709062003175,""width"":63.381558028616844,""height"":50.87440381558025,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":27.007949125596163,""y"":49.125596184419614,""width"":35.72019077901432,""height"":50.71542130365654,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",20.269,"2025-01-07T15:25:35.360375Z"
441,"1","2025-01-07T15:25:46.137122Z",465,"/data/upload/5/e26d3a4e-image_33.jpg","[{""x"":10.890302066772655,""y"":25.75516693163752,""width"":82.54848966613673,""height"":45.62798092209857,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",5.868,"2025-01-07T15:25:46.137140Z"
442,"1","2025-01-07T15:25:51.903583Z",466,"/data/upload/5/1c4d3ceb-image_34.jpg","[{""x"":18.295707472178062,""y"":22.416534181240063,""width"":71.22257551669315,""height"":59.14149443561209,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.337,"2025-01-07T15:25:51.903605Z"
443,"1","2025-01-07T15:25:57.997691Z",467,"/data/upload/5/9c9a3724-image_35.jpg","[{""x"":20.9093799682035,""y"":23.052464228934817,""width"":57.28298887122416,""height"":66.45468998410175,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.909,"2025-01-07T15:25:57.997707Z"
444,"1","2025-01-07T15:26:15.670578Z",468,"/data/upload/5/27288d38-image_36.jpg","[{""x"":22.65182829888712,""y"":15.421303656597773,""width"":56.41176470588235,""height"":42.92527821939587,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":31.364069952305208,""y"":47.058823529411704,""width"":35.06677265500794,""height"":52.9411764705882,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",16.234,"2025-01-07T15:26:15.670602Z"
445,"1","2025-01-07T15:26:26.722130Z",469,"/data/upload/5/4bf22d22-image_37.jpg","[{""x"":40.72972972972973,""y"":82.82988871224165,""width"":29.83942766295707,""height"":12.400635930047699,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":29.839427662957075,""y"":15.580286168521463,""width"":39.85850556438791,""height"":34.65818759936407,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",10.119,"2025-01-07T15:26:26.722153Z"
446,"1","2025-01-07T15:26:35.403717Z",470,"/data/upload/5/2e170dc2-image_38.jpg","[{""x"":6.31637519872814,""y"":28.139904610492856,""width"":88.64705882352943,""height"":71.86009538950715,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",7.293,"2025-01-07T15:26:35.403735Z"
447,"1","2025-01-07T15:26:43.181106Z",471,"/data/upload/5/e420cdae-image_39.jpg","[{""x"":0,""y"":24.006359300476937,""width"":80.58823529411767,""height"":75.99364069952303,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",6.511,"2025-01-07T15:26:43.181123Z"
448,"1","2025-01-07T15:26:53.770270Z",472,"/data/upload/5/757b528e-image_40.jpg","[{""x"":33.10651828298887,""y"":88.71224165341812,""width"":39.64069952305246,""height"":10.810810810810821,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":25.48330683624801,""y"":16.69316375198728,""width"":50.748807631160574,""height"":31.319554848966614,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",9.447,"2025-01-07T15:26:53.770291Z"
449,"1","2025-01-07T15:27:20.097490Z",473,"/data/upload/5/8ae41e5c-image_41.jpg","[{""x"":24.176470588235297,""y"":88.55325914149418,""width"":41.38314785373605,""height"":8.585055643879151,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":32.45310015898251,""y"":14.785373608903015,""width"":40.07631160572341,""height"":36.883942766295704,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":31.36406995230524,""y"":48.807631160572335,""width"":35.72019077901429,""height"":39.26868044515099,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",25.047,"2025-01-07T15:27:20.097506Z"
450,"1","2025-01-07T15:27:33.679688Z",474,"/data/upload/5/fa3fb8c4-image_42.jpg","[{""x"":24.39427662957075,""y"":20.98569157392686,""width"":52.27344992050874,""height"":47.37678855325914,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":30.92845786963434,""y"":58.664546899840985,""width"":38.76947535771066,""height"":41.33545310015893,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",12.571,"2025-01-07T15:27:33.679701Z"
451,"1","2025-01-07T15:27:45.170727Z",475,"/data/upload/5/ca8fef74-image_43.jpg","[{""x"":34.41335453100158,""y"":61.84419713831478,""width"":43.56120826709062,""height"":38.155802861685174,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":10.890302066772655,""y"":25.27821939586645,""width"":84.72655007949126,""height"":39.26868044515104,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",10.414,"2025-01-07T15:27:45.170756Z"
452,"1","2025-01-07T15:27:50.871938Z",476,"/data/upload/5/47b2837c-image_44.jpg","[{""x"":14.593004769475357,""y"":22.575516693163753,""width"":71.22257551669317,""height"":61.6852146263911,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.895,"2025-01-07T15:27:50.871955Z"
453,"1","2025-01-07T15:28:07.368800Z",477,"/data/upload/5/d87b8081-image_45.jpg","[{""x"":15.246422893481718,""y"":25.27821939586645,""width"":71.22257551669315,""height"":45.3100158982512,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":27.0079491255962,""y"":70.7472178060413,""width"":44.650238473767914,""height"":29.25278219395856,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",15.32,"2025-01-07T15:28:07.368818Z"
454,"1","2025-01-07T15:28:12.134229Z",478,"/data/upload/5/70e490bb-image_46.jpg","[{""x"":5.4451510333863276,""y"":5.246422893481717,""width"":88.42925278219397,""height"":86.00953895071542,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",3.466,"2025-01-07T15:28:12.134256Z"
455,"1","2025-01-07T15:28:34.508267Z",479,"/data/upload/5/e15f9fd5-image_47.jpg","[{""x"":29.621621621621603,""y"":74.72178060413351,""width"":42.68998410174888,""height"":25.278219395866437,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":18.94912559618442,""y"":21.303656597774246,""width"":64.47058823529412,""height"":52.94117647058823,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",21.544,"2025-01-07T15:28:34.508285Z"
456,"1","2025-01-07T15:29:02.725325Z",480,"/data/upload/5/c6abc3f4-image_48.jpg","[{""x"":18.07790143084261,""y"":26.073131955484836,""width"":59.243243243243306,""height"":43.56120826709059,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":26.354531001589816,""y"":65.18282988871229,""width"":43.561208267090635,""height"":34.817170111287716,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",26.706,"2025-01-07T15:29:02.725348Z"
457,"1","2025-01-07T15:29:14.490071Z",481,"/data/upload/5/52c5d5ac-image_49.jpg","[{""x"":21.780604133545324,""y"":79.96820349761526,""width"":56.62957074721782,""height"":20.031796502384722,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",10.969,"2025-01-07T15:29:14.490090Z"
458,"1","2025-01-07T15:29:34.197275Z",482,"/data/upload/5/31713934-image_50.jpg","[{""x"":17.206677265500797,""y"":25.43720190779013,""width"":61.20349761526227,""height"":41.81240063593001,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":28.096979332273442,""y"":61.844197138314804,""width"":46.39268680445147,""height"":38.15580286168518,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",18.971,"2025-01-07T15:29:34.197293Z"
459,"1","2025-01-07T15:29:39.327503Z",483,"/data/upload/5/adbe699a-image_51.jpg","[{""x"":5.4451510333863276,""y"":6.359300476947535,""width"":87.55802861685216,""height"":87.4403815580286,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",3.943,"2025-01-07T15:29:39.327522Z"
460,"1","2025-01-07T15:29:45.566909Z",484,"/data/upload/5/599f32b7-image_52.jpg","[{""x"":12.63275039745628,""y"":11.76470588235294,""width"":76.01430842607317,""height"":76.31160572337046,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",5.418,"2025-01-07T15:29:45.566921Z"
461,"1","2025-01-07T15:30:06.635229Z",485,"/data/upload/5/5681f188-image_53.jpg","[{""x"":24.829888712241655,""y"":16.85214626391097,""width"":51.83783783783784,""height"":34.49920508744037,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":40.947535771065176,""y"":2.066772655007949,""width"":13.939586645469006,""height"":7.154213036565979,""rotation"":0,""rectanglelabels"":[""Şapka""],""original_width"":300,""original_height"":411},{""x"":36.80922098569157,""y"":47.853736089030164,""width"":30.92845786963421,""height"":16.852146263910946,""rotation"":0,""rectanglelabels"":[""Şort""],""original_width"":300,""original_height"":411}]",19.902,"2025-01-07T15:30:06.635245Z"
462,"1","2025-01-07T15:30:14.172066Z",486,"/data/upload/5/400b94b5-image_54.jpg","[{""x"":6.751987281399045,""y"":9.062003179650238,""width"":87.34022257551672,""height"":84.89666136724956,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",6.043,"2025-01-07T15:30:14.172095Z"
463,"1","2025-01-07T15:30:28.840491Z",487,"/data/upload/5/0af5b560-image_55.jpg","[{""x"":19.384737678855327,""y"":27.503974562798096,""width"":63.5993640699523,""height"":46.74085850556439,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":24.612082670906197,""y"":71.86009538950717,""width"":49.441971383147816,""height"":28.139904610492795,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",13.858,"2025-01-07T15:30:28.840512Z"
464,"1","2025-01-07T15:31:35.115583Z",488,"/data/upload/5/bc282e17-image_56.jpg","[{""x"":36.809220985691496,""y"":41.33545310015891,""width"":30.275039745627968,""height"":47.37678855325916,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411},{""x"":33.10651828298887,""y"":89.1891891891892,""width"":31.364069952305243,""height"":7.472178060413356,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":33.324324324324316,""y"":15.262321144674084,""width"":39.42289348171701,""height"":28.29888712241652,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",65.38,"2025-01-07T15:31:35.115598Z"
465,"1","2025-01-07T15:32:25.868132Z",489,"/data/upload/5/eda424ec-image_57.jpg","[{""x"":15.464228934817164,""y"":27.503974562798096,""width"":74.27186009538948,""height"":48.80763116057236,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":27.66136724960255,""y"":76.31160572337033,""width"":54.88712241653418,""height"":23.52941176470584,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",16.113,"2025-01-07T15:32:25.868160Z"
466,"1","2025-01-07T15:32:40.548700Z",490,"/data/upload/5/cf8dd456-image_58.jpg","[{""x"":18.07790143084261,""y"":27.344992050874406,""width"":65.34181240063592,""height"":39.26868044515102,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":28.314785373608885,""y"":59.45945945945945,""width"":42.47217806041334,""height"":40.54054054054054,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",13.757,"2025-01-07T15:32:40.548714Z"
467,"1","2025-01-07T15:32:55.050793Z",491,"/data/upload/5/5593fb25-image_59.jpg","[{""x"":25.701112877583466,""y"":86.96343402225754,""width"":40.29411764705882,""height"":10.969793322734494,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":29.186009538950714,""y"":14.785373608903022,""width"":44.43243243243242,""height"":35.6120826709062,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",12.477,"2025-01-07T15:32:55.050816Z"
468,"1","2025-01-07T15:33:03.681279Z",492,"/data/upload/5/7a67fc30-image_60.jpg","[{""x"":0.21780604133545312,""y"":30.683624801271865,""width"":99.7821939586645,""height"":69.31637519872812,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",7.133,"2025-01-07T15:33:03.681298Z"
469,"1","2025-01-07T15:33:14.137388Z",493,"/data/upload/5/bab3130e-image_61.jpg","[{""x"":16.77106518282989,""y"":25.59618441971383,""width"":78.19236883942767,""height"":47.69475357710652,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":24.829888712241655,""y"":74.24483306836248,""width"":57.0651828298887,""height"":25.75516693163752,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",9.53,"2025-01-07T15:33:14.137410Z"
470,"1","2025-01-07T15:33:30.293437Z",494,"/data/upload/5/9f0b3c53-image_62.jpg","[{""x"":18.94912559618442,""y"":19.71383147853736,""width"":60.55007949125597,""height"":35.135135135135144,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":28.968203497615256,""y"":51.828298887122415,""width"":42.6899841017488,""height"":48.17170111287753,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",11.187,"2025-01-07T15:33:30.293463Z"
471,"1","2025-01-07T15:33:38.159290Z",495,"/data/upload/5/051fb2ca-image_63.jpg","[{""x"":15.246422893481718,""y"":26.70906200317965,""width"":69.69793322734498,""height"":66.93163751987281,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",4.514,"2025-01-07T15:33:38.159315Z"
472,"1","2025-01-07T15:33:53.556790Z",496,"/data/upload/5/b8f7f985-image_64.jpg","[{""x"":30.057233704292518,""y"":69.63434022257552,""width"":29.621621621621603,""height"":30.047694753577076,""rotation"":0,""rectanglelabels"":[""Ayakkabı""],""original_width"":300,""original_height"":411},{""x"":38.769475357710654,""y"":37.51987281399046,""width"":32.453100158982515,""height"":22.893481717011134,""rotation"":0,""rectanglelabels"":[""Etek""],""original_width"":300,""original_height"":411}]",13.889,"2025-01-07T15:33:53.556815Z"
473,"1","2025-01-07T15:34:01.835612Z",497,"/data/upload/5/3ad3155c-image_65.jpg","[{""x"":15.682034976152629,""y"":26.868044515103346,""width"":65.1240063593005,""height"":67.24960254372017,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",6.922,"2025-01-07T15:34:01.835630Z"
474,"1","2025-01-07T15:34:11.142382Z",498,"/data/upload/5/02bc1f55-image_66.jpg","[{""x"":14.593004769475353,""y"":29.093799682034966,""width"":76.88553259141493,""height"":67.0906200317965,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411}]",8.478,"2025-01-07T15:34:11.142396Z"
475,"1","2025-01-07T15:34:27.491097Z",499,"/data/upload/5/df4efd2d-image_67.jpg","[{""x"":18.295707472178066,""y"":20.19077901430843,""width"":62.074721780604136,""height"":52.30524642289348,""rotation"":0,""rectanglelabels"":[""Gömlek""],""original_width"":300,""original_height"":411},{""x"":28.53259141494436,""y"":68.68044515103335,""width"":42.90779014308427,""height"":31.31955484896663,""rotation"":0,""rectanglelabels"":[""Pantolon""],""original_width"":300,""original_height"":411}]",14.693,"2025-01-07T15:34:27.491120Z"
